,date,tweet,nlikes,label,prob_neg,prob_pos,state_code
2140,2020-11-30 15:40:44,rt strategy rapidly scale clean energy next decade smart city dive httpstcoqvfjebnxb tech smartcity energy,2.0,2,0.004705028,0.995295,West Midlands
2141,2020-11-30 13:57:55,interest electric vehicle uk soared factor five following news country ban new petrol diesel vehicle sale httpstcoiceiiir rapidcharge evcharger ev greenenergy sustainableenergy,0.0,2,0.11177365,0.8882264,West Midlands
2142,2020-11-30 13:38:51,green energy way,1.0,2,0.022763845,0.97723615,West Midlands
2143,2020-11-30 08:59:53,uk paying inflated price energy make great saving great service save money green energy provider renewable click link get £ starting bonus httpstcojyfalpen please share,0.0,2,0.0096040815,0.99039596,West Midlands
2144,2020-11-29 10:05:46,scottish green energy award winner revealed online ceremony httpstcoyskeccc,0.0,2,0.080856256,0.9191438,West Midlands
2145,2020-11-28 17:41:25,bulbreferral bulb bulb best greenenergy switch today httpstcowlkraql,0.0,2,0.070544474,0.92945546,West Midlands
2146,2020-11-27 20:34:35,resident uk paying high energy price fair would prefer pay much le make great saving great service save money green energy provider renewable must click link get £ bonus httpstcojyfalpen please share,0.0,0,0.8375086,0.16249135,West Midlands
2147,2020-11-27 17:15:12,europe’s ‘hidden demand’ greenhydrogen could hit twh httpstcoqggoembtd energy eu hydrogen renewables greenenergy climate oil gas oilandgas oilprice crudeoil brentoil wticrude subsea commodity economics market trading httpstcojuklzrio,1.0,2,0.038261216,0.9617388,West Midlands
2148,2020-11-27 16:51:05,donald seen new wind turbine golf course scotland lately hear love green energy,0.0,0,0.81352776,0.18647222,West Midlands
2149,2020-11-27 16:40:31,weve gone green energy uk holiday eating lot le meat well insulated home,1.0,2,0.0035132857,0.9964868,West Midlands
2150,2020-11-27 16:36:32,switched green energy uk energy supplier uk offer green electricity gas add voice climate change conversation champion green energy uk make switch today httpstcoodqqifoey,0.0,2,0.22629876,0.77370125,West Midlands
2151,2020-11-27 14:00:57,uk pointplan green energy infrastructure broadly welcomed heating industry httpstcoayhcpudpn httpstcoljfvqhxip,0.0,2,0.06643069,0.9335694,West Midlands
2152,2020-11-27 12:15:05,boosting offshore renewableenergy climateneutral europe httpstcogimquxkjle energy politics eu renewables greenenergy climate oil gas oilandgas oilprice crudeoil brentoil wticrude subsea commodity economics market trading httpstcoybkawfhh,2.0,0,0.9585884,0.04141164,West Midlands
2153,2020-11-27 09:56:04,resident uk paying high energy price fair would prefer pay much le make great saving great service save money green energy provider renewable click link get £ starting bonus httpstcojyfalpen please share,0.0,2,0.08249872,0.91750133,West Midlands
