,date,tweet,nlikes,label,prob_neg,prob_pos,state_code
2405,2020-11-30 17:26:00,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstcowngvesoptc,0.0,2,0.023935229,0.97606474,West Midlands
2406,2020-11-30 10:02:47,dont forget energy training centre holding price plumbing heating gas course january book save httpstcobwpobjd httpstcogdqposxhj,0.0,2,0.07186895,0.92813104,West Midlands
2407,2020-11-30 08:59:53,uk paying inflated price energy make great saving great service save money green energy provider renewable click link get £ starting bonus httpstcojyfalpen please share,0.0,0,0.99201983,0.007980154,West Midlands
2408,2020-11-29 14:01:29,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstconhuroia,0.0,0,0.9374855,0.06251454,West Midlands
2409,2020-11-27 20:34:35,resident uk paying high energy price fair would prefer pay much le make great saving great service save money green energy provider renewable must click link get £ bonus httpstcojyfalpen please share,0.0,0,0.99293,0.007070035,West Midlands
2410,2020-11-27 18:02:20,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstconhuroia httpstcovlzbvjgzsu,0.0,0,0.8745182,0.12548171,West Midlands
2411,2020-11-27 14:00:01,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstcoeoxesjb httpstcovjikhkhyb,0.0,1,0.52912533,0.47087467,West Midlands
2412,2020-11-27 12:50:14,low income highenergy price energy inefficient housing add fuel poverty year supported household borough heating insulation improvement help tackle fuelpovertyawarenessday warmsafehomes,1.0,2,0.002598334,0.9974017,West Midlands
2413,2020-11-27 12:17:24,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstcodhbrcgf,0.0,2,0.39738876,0.60261124,West Midlands
2414,2020-11-27 12:02:12,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstcovmxyfuh httpstcotkecfgac,0.0,0,0.98466206,0.015337929,West Midlands
2415,2020-11-27 10:15:11,today national ‘fuel poverty awareness day’ highlight issue vulnerable people face struggle keep home warm fuel poverty often result low income high fuel price poor energy efficiency fuelpovertyawarenessday warmsafehomes httpstcojdzlbcazfb,1.0,0,0.9642536,0.03574643,West Midlands
2416,2020-11-27 09:56:04,resident uk paying high energy price fair would prefer pay much le make great saving great service save money green energy provider renewable click link get £ starting bonus httpstcojyfalpen please share,0.0,0,0.7836888,0.21631125,West Midlands
2417,2020-11-27 09:30:23,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstcoobsexmw httpstcovrtgrmnx,0.0,2,0.22332793,0.77667207,West Midlands
2418,2020-11-27 09:00:53,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstcoawettoua httpstcoedtjhxdtx,1.0,0,0.98472667,0.015273351,West Midlands
2419,2020-11-26 10:01:20,💬 energy bill high low havent changed usage check ️⃣ bill estimate ️⃣ last meter reading ️⃣ type meter ️⃣ supplier ha changed price httpstconhuroia httpstcovuanmrwoi,0.0,0,0.9900774,0.00992258,West Midlands
2420,2020-11-26 09:12:09,uk resident energy expensive would prefer much cheaper great price great customer service green energy renewable get free quote plus £ bonus joining find clicking link httpstcojyfalpen please share,0.0,2,0.16963407,0.8303659,West Midlands
2421,2020-11-25 08:45:02,oil price rise covid vaccine news httpstcojxeyxhjtmp energy coronavirus gas oilandgas oilprice crudeoil brentoil wticrude subsea commodity economics market trading httpstcopqiljolr,0.0,0,0.87985677,0.12014324,West Midlands
2422,2020-11-25 08:43:32,resident uk paying high energy price fair would prefer pay much le make great saving great service save money green energy provider renewable click link get £ starting bonus httpstcojyfalpen please share,0.0,0,0.9382296,0.06177036,West Midlands
