,date,tweet,nlikes,label,prob_neg,prob_pos,state_code
5987,2020-11-30 16:31:46,pressure pelosi counter strengthforthepeople day come climatecrisis fossil fuel inspire different people democrat work indes,0.0,2,0.01336147,0.98663855,NY
5988,2020-11-30 16:00:01,new york stuck doom loop replacing aging fossil fuel infrastructure new fossil fuel infrastructure yet chose cuomo could rapidly transition electric grid fossil fuel writes httpstcodjutnkltzz,3.0,1,0.49178898,0.5082111,NY
5989,2020-11-30 15:54:55,issue financial market price everything growth seeing financial market realize growth fossil fuel definitively mark lewis tell sustainablebizsummit httpstcojjaceuze,23.0,0,0.9561259,0.043874063,NY
5990,2020-11-30 15:54:29,blindly stubbornly try protect immovable object endangering life ridiculous like refusal give fossil fuel alternative exist,0.0,0,0.642813,0.35718694,NY
5991,2020-11-30 15:18:33,virginia’s clean energy transition insightsfrom fossilfuel friendly state small renewables presence virginia went one mandatory schedule phasing fossil fuel participation regional carbon market some… httpstcotpflgbx,0.0,0,0.95652616,0.043473903,NY
5992,2020-11-30 14:53:33,whats also fascinating moralistic puritanical tendency obamas progressivism achieve environmentally positive end preventing oil spill transitioning fossil fuel requires societywide sacrifice term tax power,12.0,2,0.06102339,0.93897665,NY
5993,2020-11-30 14:41:25,stand cant colltalers httpstcooynauil via shell court claim expanded operation fossil fuel phaseout httpstcoxuokzjjlm,0.0,2,0.43432721,0.56567276,NY
5994,2020-11-30 13:05:56,shell court claim hampered fossil fuel phaseout httpstcoinkkesado,0.0,2,0.15479769,0.84520227,NY
5995,2020-11-30 05:14:07,energy independence fossil fuel clean environment likely lead collapse rather unsavory nation reliant single commodity maintain economy,1.0,0,0.9885107,0.011489245,NY
5996,2020-11-30 05:04:22,also want change default marketing passive past decade client lost ton money fossil fuel hindsight divestment activist solid financial case,0.0,0,0.9517721,0.048227895,NY
5997,2020-11-30 04:25:21,jim cramer crediting divestment activist tell fossil fuel dead good investment httpstcogxnxqasau,0.0,2,0.040276952,0.95972306,NY
5998,2020-11-30 04:24:34,offshore wind power best opportunity replace energy currently provided fossil fuel project need fasttracked sited new york city’s shore httpstcoivophe,4.0,0,0.88228464,0.11771536,NY
5999,2020-11-30 01:42:02,blackrock ha done normalizing sustainable energy investment stigmatizing fossil fuel maybe anyone last year probably good move,1.0,2,0.08795879,0.9120412,NY
6000,2020-11-30 01:25:24,hahaha good luck ever seen wind turbine yet alone know much cost maintain lmao going manufacture wind solar energy electric vehicle time frame without fossil fuel pfttt,0.0,0,0.9641094,0.03589056,NY
