,date,tweet,nlikes,label,prob_neg,prob_pos,state_code
0,2020-11-30 16:02:08,rack arm system nonretractable louver system louver open close control solar energy light glare beneficial precise light control important venue gallery museum httpstcoluefmxii httpstcohuqyvfysg,0.0,0,0.99301046,0.0069894665,NY
1,2020-11-30 16:00:46,partner working use ml increase efficacy solar energy adoption 🤩⁠ ⁠ unlock potential machine learning httpstcocrleqz⁠ ⁠ artificialintelligence ai machinelearning datascience deeplearning technology httpstcoqrmberszs,0.0,2,0.0440949,0.9559051,NY
2,2020-11-30 14:02:13,member tech incubator queen college tiqc amazing check latest profile featuring read httpstconxyuujpmn tiqc member startup startuplife entrepreneur blackowned supportblackbusinesses solarenergy httpstcolznuxgm,0.0,2,0.0041683298,0.99583167,NY
3,2020-11-30 05:36:51,age limpho poola invented solar air heater warm house solar energy hence saving fuel winter young people africa innovator today future httpstcopmfqvlhe lesotho httpstcojbsbsjku,56.0,2,0.019073037,0.980927,NY
4,2020-11-30 04:20:02,new conference released author janetlarsen great transition renewable energy revolution renewableenergy solarenergy energy climate httpstcorfbevgw,1.0,0,0.9704524,0.02954762,NY
5,2020-11-30 01:25:24,hahaha good luck ever seen wind turbine yet alone know much cost maintain lmao going manufacture wind solar energy electric vehicle time frame without fossil fuel pfttt,0.0,2,0.01106646,0.98893356,NY
6,2020-11-29 18:05:00,undertheradar solar stock strong buy rating lesserknown firm like sunnova energy azure power global amp renesola hold solid revenue amp earnings growth potential making potentially good investment nova azre sol solar solarenergy httpstcorpfhvzq,1.0,2,0.0039287233,0.9960712,NY
7,2020-11-29 15:07:21,second point actual rate addition wind solar energy production past decade ha impressive roughly kwhrpersonyear making progress towards goal,1.0,2,0.18204206,0.81795794,NY
8,2020-11-29 15:02:28,artificial intelligence solar energy quantum computing etc jolting technology httpstcodalyhxzpa,1.0,2,0.07570772,0.9242923,NY
9,2020-11-29 09:20:46,anonyme blockchain ecosystem defi cryptocurrency guessing solar energy used generate electricity mining farm thats one cleanest form energy production nice work,0.0,2,0.05246935,0.9475306,NY
10,2020-11-29 03:08:46,agrivoltaics double farming productivity improving soil solar energy httpstcoedtseou httpstcoguyjuqvz,0.0,0,0.9569578,0.043042142,NY
11,2020-11-28 20:25:00,stock soared friday renesola power fullyintegrated solar project developer announced sale mw solar project uk sold operating project atmosclear investment european renewable amp cleantech pe group sol solar solarenergy httpstcorozfyzemx httpstcoxstxvdgxj,0.0,2,0.38378552,0.6162145,NY
12,2020-11-28 20:02:57,lol youre describing thing would done anyway without sunrise im sure one california ever heard solar energy sunrise came along httpstcogcrfjnunhg,1.0,1,0.49140635,0.5085937,NY
13,2020-11-28 16:01:52,low hanging fruit decarbonisation building wastewater heat recovery httpstcoutbntskl via,0.0,2,0.008707794,0.9912922,NY
14,2020-11-28 13:33:30,incorrect plus solar mod generates wcs solar splash final blow work great solar energy power weapon eg sunspot solar grenade launcher,0.0,2,0.3252218,0.6747782,NY
15,2020-11-28 11:20:02,new conference released author janetlarsen great transition renewable energy revolution renewableenergy solarenergy energy climate httpstcojnfbunti,0.0,0,0.6378059,0.36219412,NY
16,2020-11-28 05:20:01,new conference released author dannykennedy future bright solar power changing world better solarpower tesla cleanenergy sungevity solarenergy httpstcoyprejeycu,0.0,2,0.2569164,0.7430836,NY
17,2020-11-27 17:04:11,always looking passionate talented individual join team check current opening apply today httpstcolroxicqbu renewableenergy solarenergy solar httpstcojdaykg,0.0,0,0.83321774,0.16678227,NY
18,2020-11-27 15:16:09,partner working use ml increase efficacy solar energy adoption 🤩⁠ ⁠ unlock potential machine learning httpstcocrleqz⁠ ⁠ artificialintelligence ai machinelearning datascience deeplearning technology httpstcoqiwcchce,1.0,2,0.02868444,0.9713156,NY
19,2020-11-27 14:10:10,better way liven patio tabletop patiopal solar jar light mason jar solar light brighten evening soft radiance check website get today httpstcogmcwogxo gogreen solarenergy masonjar httpstcoftwcazd,1.0,0,0.6262122,0.3737878,NY
20,2020-11-27 02:12:34,starlight technically solar energy greenewdeal aoc christmasbystarlight,3.0,2,0.049129494,0.9508705,NY
21,2020-11-27 01:20:02,new conference released author janetlarsen great transition renewable energy revolution renewableenergy solarenergy energy climate httpstcoqybqufqzp,1.0,0,0.98318166,0.016818369,NY
22,2020-11-26 22:31:59,right cost politics bad reputation nuclear solar energy already cheaper coal new nuclear power plant prohibitively expensive main thing renewable energy requires rebuilding date grid,1.0,2,0.22829138,0.77170855,NY
23,2020-11-26 20:19:29,mr low iq man aren’t one polluting planet fact developed nation one green minded one invented nuclear energy solar energy electric vehicle space travel move heavy industry earth nice try though,5.0,0,0.9036437,0.0963563,NY
24,2020-11-26 20:19:25,mr low iq man aren’t one polluting planet fact developed nation one green minded one invented nuclear energy solar energy electric vehicle space travel move heavy industry earth nice try though,1.0,0,0.97794306,0.022056874,NY
25,2020-11-26 19:25:00,texas host largest solar project u solar solarenergy renewableenergy httpstcoctpxnkbf,0.0,0,0.98009324,0.019906824,NY
26,2020-11-26 19:20:04,new conference released author dannykennedy future bright solar power changing world better solarpower tesla cleanenergy sungevity solarenergy httpstcoylqqqzcud,0.0,2,0.0037205385,0.9962794,NY
27,2020-11-26 04:35:11,fossil fuel world stored form solar energy change mind gigantic thousand mile ultra magnified solar battery charger viable long term investment,0.0,2,0.27555865,0.72444135,NY
28,2020-11-26 04:30:48,perpetual motion life actually based solar energy change mind,1.0,1,0.4533707,0.5466293,NY
29,2020-11-25 21:26:55,italy award tariff €kwh shared electricity energy community httpstcovmqfffar,0.0,2,0.04538479,0.95461524,NY
30,2020-11-25 19:41:04,australia’s massive solar energy hub outback produce coalkiller green ammonia via httpstcozxjjinuk,0.0,0,0.9686035,0.031396538,NY
